VENDEDOR,CLIENTE,PRODUTO,QUANTIDADE,UNIDADE_MEDIDA_NF,PREÇO_NF,DATA_NF,CRP_AJUSTADO,VLR_PRECO_LISTA,VLR_CONTRIBUICAO
318,37646,1349,131,KGS,"21,125",12/7/2009,"9,03","24,75",  1.585 
318,20330,425,175,KGS,"15,977",9/2/2010,"6,85","19,33",  1.597 
435,25134,1290,87,KGS,"47,97",10/21/2010,"23,09","53,81",  2.164 
389,1192,2,1328,KGS,"5,499",7/31/2010,"2,90","6,55",  3.453 
389,13073,2,525,KGS,"8,684",7/9/2010,"4,26","9,62",  2.324 
389,25584,1290,175,KGS,"33,332",5/28/2009,"17,06","36,97",  2.848 
399,32368,90,289,KGS,"5,33",3/9/2009,"1,59","4,22",  1.081 
328,4419,60,691,KGS,"7,722",3/27/2009,"3,90","8,45",  2.644 
318,26821,411,657,KGS,"29,913",2/9/2009,"16,92","35,95",  8.539 
326,5667,36,87,KGS,"20,163",1/27/2009,"6,72","18,29",  1.170 
318,17441,1124,175,KGS,"21,931",5/28/2010,"10,34","24,82",  2.028 
318,9969,873,438,KGS,"12,363",7/3/2009,"6,25","14,56",  2.677 
335,34090,102,438,KGS,"6,539",7/4/2009,"2,82","7,76",  1.627 
371,38454,73,438,KGS,"7,631",6/5/2010,"3,47","7,84",  1.824 
319,31345,1128,333,LT,"9,23",9/19/2009,"4,08","10,88",  1.713 
385,29832,104,350,KGS,"12,298",6/11/2009,"5,95","14,29",  2.220 
344,31925,90,674,KGS,"3,874",3/6/2009,"1,61","4,05",  1.523 
399,443,1290,43,KGS,"136,097",5/21/2009,"69,64","148,38",  2.858 
324,15757,223,438,KGS,"5,967",1/10/2010,"2,49","5,62",  1.524 
318,31770,254,376,KGS,"9,698",6/14/2010,"4,51","10,51",  1.950 
413,29832,104,350,KGS,"12,285",9/4/2009,"5,95","14,29",  2.219 
385,29832,104,350,KGS,"12,272",6/21/2009,"5,94","14,27",  2.217 
326,11586,87,131,KGS,"19,136",3/1/2010,"7,83","23,12",  1.481 
402,23390,1440,788,KGS,"3,25",6/20/2009,"1,34","3,73",  1.503 
344,27222,51,788,KGS,"6,162",5/14/2010,"3,06","8,41",  2.448 
328,35753,193,525,KGS,"6,591",6/6/2009,"3,02","8,05",  1.874 
328,29185,76,87,KGS,"30,875",4/13/2009,"13,00","25,51",  1.555 
318,31770,254,376,KGS,"9,841",11/7/2009,"4,60","10,70",  1.972 
430,37319,1146,131,KGS,"13,988",9/30/2010,"4,80","11,53",  1.203 
413,37985,90,771,KGS,"3,328",11/26/2009,"1,38","3,49",  1.506 
335,26886,411,35,KGS,"56,589",3/4/2010,"20,46","62,32",  1.265 
344,8493,11,87,KGS,"29,133",8/12/2010,"11,97","32,83",  1.493 
326,18694,90,3857,KGS,"2,158",5/17/2009,"1,15","2,89",  3.877 
413,29832,104,350,KGS,"12,389",8/31/2009,"6,00","14,40",  2.235 
326,21589,6,350,KGS,"10,569",5/2/2009,"4,93","11,73",  1.973 
413,29832,104,350,KGS,"12,376",7/13/2009,"6,00","14,39",  2.233 
385,29832,104,350,KGS,"12,363",6/18/2009,"5,99","14,36",  2.232 
371,21613,14,981,KGS,"3,874",3/2/2009,"1,82","4,22",  2.015 
344,26287,235,43,KGS,"32,721",4/1/2010,"8,78","22,47",  1.030 
422,10194,90,771,KGS,"3,471",6/4/2010,"1,46","3,70",  1.552 
435,10194,90,771,KGS,"3,471",8/8/2010,"1,46","3,70",  1.552 
328,4419,60,691,KGS,"7,8",4/11/2009,"3,94","8,54",  2.670 
371,38551,93,674,KGS,"3,614",4/23/2010,"1,46","3,79",  1.453 
318,19680,15,876,KGS,"8,827",4/18/2009,"4,68","11,47",  3.635 
402,23390,1460,35,KGS,"73,801",2/22/2010,"30,53","92,79",  1.515 
344,37973,90,289,KGS,"4,823",7/12/2010,"1,28","3,39",  1.025 
335,4716,235,43,KGS,"32,396",10/11/2009,"8,56","23,51",  1.025 
324,33665,51,876,KGS,"6,084",5/6/2010,"3,06","8,39",  2.646 
328,20673,235,175,KGS,"22,308",7/20/2009,"10,54","26,98",  2.059 
328,20673,235,175,KGS,"22,308",8/24/2009,"10,54","26,98",  2.059 
413,29832,104,350,KGS,"12,246",7/19/2009,"5,91","14,19",  2.217 
318,12098,37,806,KGS,"10,543",5/15/2010,"5,64","13,14",  3.951 
371,37730,93,964,KGS,"3,107",4/24/2010,"1,36","3,52",  1.685 
385,34788,93,674,KGS,"3,562",3/11/2010,"1,42","3,69",  1.441 
344,24455,159,262,KGS,"11,921",8/14/2010,"5,29","13,53",  1.738 
344,24455,159,262,KGS,"11,921",9/18/2010,"5,29","13,53",  1.738 
328,35753,193,525,KGS,"6,63",7/26/2009,"3,04","8,11",  1.885 
389,12985,194,350,KGS,"7,124",2/1/2009,"2,90","8,47",  1.479 
326,19532,60,271,KGS,"10,075",11/21/2009,"4,26","9,61",  1.577 
328,37294,263,175,KGS,"17,849",11/19/2009,"7,91","21,72",  1.739 
430,4716,235,43,KGS,"35,009",10/9/2010,"10,07","27,63",  1.072 
430,35396,93,964,KGS,"3,276",7/22/2010,"1,46","3,79",  1.753 
318,24552,60,87,KGS,"63,544",10/1/2010,"32,18","73,50",  2.729 
377,30352,90,674,KGS,"3,9",3/16/2009,"1,62","4,06",  1.535 
430,37319,1146,131,KGS,"13,702",10/17/2010,"4,60","11,04",  1.192 
371,28443,203,8,KGS,"129,74",1/31/2009,"19,71","64,88",  880 
371,24264,254,1507,KGS,"9,919",6/25/2010,"5,53","13,76",  6.608 
324,10421,125,350,KGS,"16,523",7/30/2009,"8,42","21,58",  2.834 
108,12321,203,87,KGS,"28,054",11/29/2009,"11,29","30,99",  1.458 
328,10739,681,585,LT,"8,164",8/6/2009,"4,03","9,08",  2.420 
324,24248,261,350,KGS,"15,041",2/2/2009,"7,55","17,96",  2.621 
324,35660,60,345,KGS,"7,527",9/16/2010,"3,11","7,39",  1.523 
344,8493,104,701,KGS,"12,636",6/10/2010,"6,79","15,82",  4.101 
371,34178,135,530,KGS,"5,837",7/16/2010,"2,58","6,42",  1.727 
328,37178,90,964,KGS,"3,25",3/27/2010,"1,44","3,63",  1.744 
335,22998,24,43,KGS,"35,451",4/9/2009,"10,30","23,07",  1.081 
344,14917,90,867,KGS,"2,808",1/21/2010,"1,13","3,02",  1.456 
319,22977,254,3015,KGS,"8,502",8/20/2009,"4,85","11,83",  11.009 
328,20673,235,175,KGS,"22,373",6/21/2009,"10,57","25,37",  2.066 
47,17309,261,175,KGS,"19,994",8/17/2009,"9,17","21,99",  1.895 
326,32387,95,87,KGS,"13,273",12/6/2009,"2,59","9,47",  930 
324,22555,104,350,KGS,"14,079",6/26/2010,"6,98","16,75",  2.483 
335,25146,345,43,KGS,"63,648",8/10/2009,"26,87","70,17",  1.581 
318,14258,1369,131,KGS,"12,857",5/15/2009,"4,09","11,97",  1.148 
335,37319,87,43,KGS,"29,991",9/20/2009,"7,07","32,90",  986 
328,31132,193,525,KGS,"6,695",6/14/2009,"3,07","8,18",  1.902 
389,32744,135,438,KGS,"5,798",10/31/2009,"2,37","5,52",  1.501 
402,23390,1460,35,KGS,"74,438",7/4/2009,"30,78","93,59",  1.528 
431,20875,11,175,KGS,"31,876",9/3/2010,"16,15","37,64",  2.752 
324,30566,6,701,KGS,"8,762",7/6/2009,"4,50","9,87",  2.984 
319,36809,93,964,KGS,"3,393",1/4/2009,"1,52","3,80",  1.802 
413,29176,2,262,KGS,"8,541",7/16/2009,"3,29","7,81",  1.377 
335,37319,87,43,KGS,"30,017",8/27/2009,"7,07","32,93",  987 
324,34435,102,306,KGS,"8,047",3/8/2009,"3,24","8,09",  1.470 
344,32804,104,701,KGS,"11,102",10/18/2009,"5,88","13,71",  3.661 
326,7690,159,262,KGS,"10,296",2/2/2009,"4,32","10,97",  1.567 
326,10706,1360,298,KGS,"14,027",5/18/2009,"6,72","15,82",  2.177 
344,24455,159,262,KGS,"11,921",7/4/2010,"5,27","13,50",  1.742 
328,34674,90,578,KGS,"3,835",7/3/2010,"1,47","3,70",  1.369 
411,31971,60,543,KGS,"7,8",1/8/2010,"3,75","8,22",  2.201 
324,38393,60,345,KGS,"7,137",9/26/2010,"2,87","6,82",  1.471 
344,25181,3,701,KGS,"4,888",2/8/2010,"2,22","5,02",  1.868 
389,17288,15,350,KGS,"9,906",9/19/2009,"4,52","11,57",  1.885 
389,17288,15,350,KGS,"9,906",10/29/2009,"4,52","11,57",  1.885 
335,27313,87,43,KGS,"30,134",9/4/2009,"7,09","33,06",  991 
389,23875,411,876,KGS,"32,5",10/8/2009,"18,60","35,76",  12.181 
318,9969,261,262,KGS,"16,536",4/4/2009,"7,98","18,93",  2.242 
344,37,90,4032,KGS,"2,405",1/23/2009,"1,30","3,27",  4.451 
344,31480,9,175,KGS,"9,334",4/16/2009,"2,87","10,98",  1.130 
430,4716,235,43,KGS,"35,451",7/2/2010,"10,20","30,13",  1.086 
324,22555,104,701,KGS,"10,855",4/9/2009,"5,73","13,20",  3.591 
402,23390,1450,43,KGS,"89,54075",7/19/2010,"42,02","111,34",  2.044 
371,28443,203,8,KGS,"126,386",2/23/2009,"17,02","56,06",  875 
402,23390,1443,876,KGS,"2,99",5/6/2010,"1,24","3,55",  1.537 
402,23390,1443,876,KGS,"2,99",5/20/2010,"1,24","3,55",  1.537 
431,33776,12,140,KGS,"10,036",4/29/2010,"2,63","6,23",  1.037 
324,26816,149,219,KGS,"7,033",6/11/2009,"2,04","4,39",  1.093 
401,36523,6,350,KGS,"9,399",4/10/2009,"4,22","10,65",  1.814 
318,17374,2,524,KGS,"7,735",4/10/2009,"3,67","8,47",  2.129 
389,12985,194,1753,KGS,"7,488",4/9/2009,"4,14","8,48",  5.865 
389,2345,1186,262,KGS,"93,327",12/4/2009,"53,14","107,94",  10.528 
326,13653,90,4032,KGS,"2,21",10/22/2010,"1,19","3,03",  4.129 
413,26413,102,350,KGS,"7,163",2/15/2010,"2,90","7,78",  1.492 
371,38454,73,438,KGS,"8,268",8/22/2010,"3,81","8,61",  1.951 
432,34336,411,35,KGS,"59,241",8/28/2010,"21,70","47,60",  1.314 
328,23831,144,333,KGS,"9,672",4/13/2009,"4,31","9,62",  1.787 
413,29146,102,350,KGS,"7,332",1/11/2010,"3,00","8,05",  1.517 
335,12978,1364,175,KGS,"23,764",7/5/2009,"11,35","27,24",  2.173 
430,35396,93,964,KGS,"3,276",4/16/2010,"1,45","3,75",  1.761 
326,18694,12,1192,KGS,"5,655",11/8/2009,"2,94","6,65",  3.236 
319,23032,93,674,KGS,"3,64",4/27/2009,"1,46","3,72",  1.471 
399,27092,1172,43,KGS,"81,692",10/22/2009,"37,34","91,02",  1.907 
399,27092,1172,43,KGS,"81,692",10/22/2009,"37,34","91,02",  1.907 
432,36523,6,175,KGS,"11,869",8/28/2010,"4,35","11,94",  1.316 
385,34407,254,376,KGS,"10,582",3/7/2010,"5,00","11,65",  2.099 
326,34008,123,666,KGS,"8,541",7/8/2010,"4,33","8,75",  2.803 
397,13718,1365,333,KGS,"15,613",7/24/2009,"7,80","21,38",  2.602 
377,1763,133,525,KGS,"5,681",3/26/2009,"2,46","6,23",  1.690 
326,24703,261,131,KGS,"24,726",6/24/2010,"11,02","26,46",  1.796 
344,13400,1523,1753,KGS,"4,55",8/12/2010,"2,41","5,31",  3.746 
402,23390,1473,3,KGS,"1399,294",2/26/2010,"669,09","1784,95",  2.191 
431,22459,779,476,KGS,"5,473",5/24/2010,"2,25","6,66",  1.535 
328,15889,235,87,KGS,"25,779",3/1/2009,"9,85","27,99",  1.386 
344,38133,132,350,KGS,"6,656",1/23/2010,"2,59","7,46",  1.422 
402,23390,1460,35,KGS,"75,751",9/11/2009,"31,34","95,25",  1.555 
318,17441,1136,403,KGS,"11,011",11/28/2009,"5,33","13,26",  2.290 
385,29510,6,350,KGS,"8,437",3/15/2010,"3,64","10,27",  1.679 
402,23390,1460,35,KGS,"75,803",8/27/2009,"31,36","95,32",  1.556 
422,10194,90,771,KGS,"3,471",1/8/2010,"1,44","3,65",  1.565 
422,10194,90,771,KGS,"3,471",3/26/2010,"1,44","3,65",  1.565 
328,21130,194,876,KGS,"8,515",10/16/2010,"4,48","9,82",  3.535 
324,25209,92,482,KGS,"3,146",9/11/2010,"0,89","2,37",  1.088 
326,15629,6,262,KGS,"9,854",3/6/2010,"4,03","10,32",  1.527 
326,7690,159,262,KGS,"10,92",8/31/2009,"4,65","11,90",  1.642 
402,23390,1450,43,KGS,"101,478",8/12/2010,"48,90","130,85",  2.261 
328,36899,104,350,KGS,"11,648",8/7/2009,"5,53","13,26",  2.143 
344,5690,104,350,KGS,"13,273",3/26/2010,"6,48","15,56",  2.377 
401,28406,224,175,KGS,"14,157",3/1/2009,"5,67","15,39",  1.485 
389,13073,2,525,KGS,"9,022",8/16/2010,"4,42","9,98",  2.415 
344,21357,15,262,KGS,"10,673",3/25/2010,"4,50","12,34",  1.616 
326,11978,235,87,KGS,"28,288",8/8/2010,"11,30","31,02",  1.478 
108,12321,203,87,KGS,"26,455",2/27/2010,"10,22","26,17",  1.412 
326,29320,2,525,KGS,"8,463",5/2/2010,"4,09","8,97",  2.294 
371,24770,411,105,KGS,"43,771",9/27/2010,"21,32","49,69",  2.357 
318,10458,1284,43,KGS,"56,498",3/29/2009,"22,42","51,65",  1.465 
328,37806,184,175,KGS,"20,436",8/16/2010,"9,36","22,49",  1.938 
324,28770,121,210,KGS,"8,736",5/10/2009,"2,92","6,55",  1.221 
326,27273,261,262,KGS,"21,723",10/7/2010,"11,00","26,41",  2.809 
430,27313,194,175,KGS,"12,584",9/2/2010,"4,74","11,37",  1.372 
430,27313,194,175,KGS,"12,584",10/8/2010,"4,74","11,37",  1.372 
326,3217,9,175,KGS,"9,477",5/15/2009,"2,92","10,10",  1.148 
399,32368,90,385,KGS,"4,225",9/12/2009,"1,28","3,22",  1.135 
399,32368,90,385,KGS,"4,225",9/26/2009,"1,28","3,22",  1.135 
326,22040,121,210,KGS,"9,75",3/1/2009,"3,52","7,88",  1.309 
344,24455,159,262,KGS,"11,83",5/14/2010,"5,18","13,26",  1.742 
324,22555,1495,7012,KGS,"2,535",10/4/2009,"1,42","2,60",  7.785 
328,36899,104,350,KGS,"11,687",7/16/2009,"5,54","13,28",  2.151 
326,19562,2,332,KGS,"7,709",4/4/2009,"3,13","6,99",  1.520 
328,4419,60,691,KGS,"8,008",4/26/2009,"4,04","8,77",  2.745 
328,36899,104,350,KGS,"11,661",10/19/2009,"5,53","13,27",  2.147 
420,13488,1124,175,KGS,"24,219",6/18/2010,"11,58","27,78",  2.212 
399,27092,1349,87,KGS,"25,155",10/3/2009,"9,43","27,86",  1.368 
328,36899,104,350,KGS,"11,635",9/26/2009,"5,51","13,24",  2.144 
411,36523,6,350,KGS,"9,269",3/26/2010,"4,12","11,28",  1.803 
344,25181,3,701,KGS,"4,927",3/22/2010,"2,23","5,05",  1.889 
402,23390,1460,35,KGS,"76,505",1/21/2010,"31,65","96,20",  1.570 
389,26158,1124,175,KGS,"21,021",2/4/2010,"9,69","23,27",  1.982 
435,10194,90,771,KGS,"3,51",10/11/2010,"1,46","3,70",  1.582 
326,7690,159,262,KGS,"12,025",9/23/2010,"5,29","13,53",  1.765 
397,26696,1124,262,KGS,"20,202",7/12/2009,"10,10","24,25",  2.648 
371,1895,93,1928,KGS,"2,457",9/5/2009,"1,20","3,02",  2.419 
389,2025,1290,219,KGS,"40,456",8/16/2009,"21,66","47,50",  4.117 
431,37143,254,1130,KGS,"9,217",5/17/2010,"5,01","11,67",  4.757 
344,36662,779,476,KGS,"5,538",10/25/2009,"2,27","5,83",  1.554 
324,30939,102,525,KGS,"7,93",11/13/2009,"3,77","8,52",  2.183 
397,17877,235,43,KGS,"34,034",8/29/2009,"9,12","21,88",  1.071 
402,23390,1492,832,KGS,"3,744",5/20/2010,"1,64","4,45",  1.752 
402,23390,1492,876,KGS,"3,458",7/17/2010,"1,50","4,13",  1.716 
344,9922,2,262,KGS,"10,309",5/31/2009,"4,27","9,57",  1.581 
371,26601,93,674,KGS,"3,367",3/30/2009,"1,28","3,27",  1.403 
335,29837,24,175,KGS,"20,839",5/3/2009,"9,58","22,68",  1.971 
377,22661,102,350,KGS,"7,683",1/27/2009,"3,18","7,95",  1.576 
344,8493,31,262,KGS,"11,193",10/3/2009,"4,79","10,83",  1.677 
335,31846,1511,219,KGS,"12,324",9/12/2009,"5,11","11,53",  1.581 
432,36523,6,175,KGS,"11,869",8/27/2010,"4,30","11,78",  1.325 
326,18694,90,3857,KGS,"2,405",29/02/2009,"1,29","3,23",  4.289 
389,2025,1290,219,KGS,"40,508",10/29/2009,"21,68","44,93",  4.123 
389,22534,1186,262,KGS,"91,052",8/6/2009,"51,77","118,26",  10.293 
335,31816,254,376,KGS,"10,972",8/28/2009,"5,20","12,96",  2.169 
401,25155,15,175,KGS,"13,273",8/7/2010,"5,12","15,13",  1.426 
324,12231,35,876,KGS,"9,256",5/22/2010,"4,91","11,43",  3.809 
389,29085,263,87,KGS,"19,448",2/23/2009,"6,04","19,13",  1.167 
324,38393,60,345,KGS,"7,371",9/12/2010,"2,97","7,05",  1.517 
318,16219,509,43,KGS,"111,41",5/28/2009,"54,60","131,53",  2.443 
413,663,93,10519,KGS,"1,924",11/5/2009,"1,09","2,90",  8.804 
108,27065,90,876,KGS,"2,327",6/24/2010,"0,83","2,42",  1.310 
318,9969,87,262,KGS,"15,639",3/9/2009,"7,40","16,53",  2.158 
324,39061,193,350,KGS,"8,138",9/13/2010,"3,44","8,15",  1.643 
328,18713,4,350,KGS,"7,41",1/24/2009,"3,01","8,79",  1.539 
326,21740,3,1823,KGS,"3,757",3/15/2010,"1,95","4,19",  3.291 
326,26153,235,87,KGS,"24,713",6/20/2009,"9,12","20,61",  1.356 
324,37384,135,876,KGS,"5,044",8/7/2009,"2,43","5,66",  2.290 
324,37384,135,876,KGS,"5,044",10/3/2009,"2,43","5,66",  2.290 
328,37027,41,131,KGS,"14,638",5/8/2010,"5,02","12,03",  1.261 
377,31190,6,1753,KGS,"6,981",2/24/2009,"3,84","8,42",  5.510 
328,36899,104,350,KGS,"11,739",8/29/2009,"5,56","13,36",  2.163 
335,15917,121,525,KGS,"6,916",1/28/2010,"3,17","7,39",  1.966 
319,23032,93,674,KGS,"3,64",6/14/2009,"1,44","3,72",  1.482 
389,29085,263,87,KGS,"19,851",1/23/2009,"6,25","23,09",  1.183 
326,19562,2,332,KGS,"8,606",3/13/2010,"3,64","8,21",  1.649 
335,29837,24,175,KGS,"20,969",5/4/2009,"9,64","24,35",  1.983 
385,22998,4,350,KGS,"9,295",3/13/2010,"4,12","10,54",  1.812 
389,34398,184,701,KGS,"13,312",7/20/2009,"7,16","14,80",  4.315 
324,34275,464,87,KGS,"30,446",8/21/2010,"12,48","35,79",  1.563 
389,27239,37,403,KGS,"12,116",3/18/2010,"5,95","13,04",  2.483 
47,17309,261,175,KGS,"20,735",2/4/2010,"9,50","22,81",  1.967 
344,4143,235,175,KGS,"19,097",3/13/2010,"8,53","21,85",  1.849 
335,12978,1369,306,KGS,"9,165",7/5/2009,"3,85","12,30",  1.628 
425,31753,472,70,KGS,"28,106",8/23/2010,"9,78","33,15",  1.283 
318,12098,135,876,KGS,"5,356",9/6/2009,"2,61","6,09",  2.405 
47,17309,261,175,KGS,"20,852",12/5/2009,"9,56","22,94",  1.976 
399,10194,90,674,KGS,"3,77",3/29/2009,"1,52","3,80",  1.520 
318,31770,60,815,KGS,"8,086",3/20/2009,"4,18","9,05",  3.187 
445,25021,54,324,KGS,"15,366",10/18/2010,"7,58","17,13",  2.524 
326,6554,235,43,KGS,"34,034",8/22/2009,"9,00","21,61",  1.076 
328,23831,144,333,KGS,"9,672",6/4/2009,"4,27","9,62",  1.800 
344,14917,90,964,KGS,"2,6",10/19/2009,"1,04","2,77",  1.506 
431,37393,1364,43,KGS,"28,418",8/12/2010,"5,69","31,20",  977 
324,30375,3,1051,KGS,"3,861",3/5/2009,"1,82","4,06",  2.145 
401,31971,60,543,KGS,"7,8",9/14/2009,"3,71","8,15",  2.219 
326,10706,69,350,KGS,"9,152",4/2/2010,"4,03","9,67",  1.794 
431,33997,1365,2664,KGS,"14,443",4/23/2010,"8,32","23,38",  16.318 
389,34514,873,175,KGS,"13,533",3/15/2010,"5,25","11,20",  1.450 
389,24721,873,175,KGS,"13,533",3/15/2010,"5,25","11,20",  1.450 
389,35175,873,175,KGS,"13,533",3/15/2010,"5,25","11,20",  1.450 
318,23501,263,87,KGS,"21,788",5/11/2009,"7,35","19,95",  1.256 
427,30324,235,87,KGS,"27,183",5/7/2010,"10,52","30,17",  1.449 
371,27735,399,438,KGS,"9,308",10/22/2009,"4,39","10,24",  2.154 
326,6554,235,43,KGS,"34,177",8/27/2009,"9,04","21,69",  1.081 
377,4484,54,648,KGS,"11,258",3/6/2009,"5,89","12,80",  3.480 
344,4143,235,175,KGS,"19,253",3/18/2010,"8,61","22,04",  1.863 
344,2368,9,262,KGS,"8,086",9/3/2009,"2,94","7,91",  1.348 
328,31132,193,525,KGS,"6,708",11/16/2009,"3,04","8,09",  1.926 
328,36899,104,350,KGS,"11,791",11/12/2009,"5,58","13,40",  2.175 
328,25668,261,262,KGS,"16,614",3/21/2009,"7,96","18,90",  2.269 
422,14532,94,1,KGS,"1261,221",6/17/2010,"265,65","1213,88",  996 
344,25181,3,613,KGS,"5,018",11/8/2009,"2,17","4,92",  1.743 
335,31846,1359,87,KGS,"15,574",2/22/2009,"3,68","17,47",  1.035 
441,16492,149,350,KGS,"7,566",9/4/2010,"3,09","6,28",  1.567 
328,12544,263,87,KGS,"21,32",3/7/2009,"7,06","20,63",  1.241 
324,33612,60,691,KGS,"6,942",4/29/2010,"3,39","7,45",  2.452 
326,10706,69,350,KGS,"9,178",5/13/2010,"4,04","8,57",  1.800 
324,19058,235,43,KGS,"36,231",7/19/2010,"10,20","30,13",  1.119 
324,30939,102,525,KGS,"8,099",11/23/2009,"3,85","9,58",  2.229 
328,23441,9,350,KGS,"6,591",2/7/2010,"2,51","7,25",  1.428 
328,34301,104,701,KGS,"12,051",10/15/2010,"6,41","14,94",  3.956 
344,25181,3,438,KGS,"5,551",6/4/2009,"2,17","4,90",  1.479 
319,8802,14,2638,KGS,"3,094",10/1/2009,"1,64","3,83",  3.839 
413,28206,90,674,KGS,"3,25",10/10/2009,"1,20","3,03",  1.380 
326,3217,9,175,KGS,"9,659",9/24/2009,"2,95","7,92",  1.174 
328,16536,36,43,KGS,"30,212",1/10/2009,"6,65","19,46",  1.013 
318,25612,135,14025,KGS,"4,16",12/12/2009,"2,41","5,52",  24.503 
389,27239,37,403,KGS,"12,155",2/28/2010,"5,96","13,08",  2.496 
335,3774,235,43,KGS,"35,243",5/10/2009,"9,59","27,24",  1.103 
328,31132,193,525,KGS,"6,76",12/13/2009,"3,06","8,17",  1.941 
335,31846,1359,87,KGS,"15,652",2/10/2009,"3,70","17,57",  1.040 
324,18119,235,87,KGS,"24,739",10/29/2009,"9,04","23,14",  1.366 
344,7693,16,1753,KGS,"5,057",6/28/2010,"2,70","6,11",  4.130 
318,17374,2,524,KGS,"8,164",5/4/2009,"3,89","8,94",  2.241 
389,23422,3,1051,KGS,"4,472",7/10/2010,"2,17","4,92",  2.415 
335,31786,24,262,KGS,"22,503",6/19/2009,"11,41","30,37",  2.907 
326,18541,235,43,KGS,"39,598",8/27/2010,"12,13","34,79",  1.181 
402,23390,1460,35,KGS,"85,8",8/23/2010,"36,75","116,13",  1.717 
402,23390,1460,35,KGS,"85,8",8/23/2010,"36,75","116,13",  1.717 
335,28246,235,43,KGS,"36,738",6/1/2009,"10,44","26,73",  1.131 
319,7166,14,3374,KGS,"3,042",10/11/2009,"1,65","3,85",  4.707 
319,7166,14,3374,KGS,"3,042",10/30/2009,"1,65","3,85",  4.707 
385,24979,104,350,KGS,"12,987",3/13/2010,"6,27","15,04",  2.352 
389,34514,873,175,KGS,"13,715",4/18/2010,"5,32","11,35",  1.469 
47,17309,261,175,KGS,"21,164",5/9/2010,"9,70","23,28",  2.006 
371,32370,1359,315,KGS,"17,394",8/2/2009,"8,70","22,28",  2.737 
344,25181,3,438,KGS,"5,577",6/18/2009,"2,18","4,93",  1.487 
326,19532,60,271,KGS,"11,362",7/3/2010,"4,91","11,08",  1.749 
324,30939,102,306,KGS,"7,462",2/14/2010,"2,82","7,58",  1.422 
328,8732,2,525,KGS,"7,943",6/22/2009,"3,76","8,47",  2.199 
389,27239,37,403,KGS,"12,181",2/4/2010,"5,97","13,10",  2.503 
324,22555,104,701,KGS,"11,206",4/27/2009,"5,90","13,61",  3.716 
344,14070,12,1402,KGS,"5,512",8/21/2009,"2,90","6,55",  3.664 
425,21181,102,306,KGS,"7,605",4/3/2010,"2,90","8,34",  1.440 
318,7888,184,175,KGS,"15,756",2/28/2010,"6,51","14,71",  1.617 
344,24455,159,262,KGS,"11,57",2/7/2010,"4,97","12,73",  1.730 
344,24455,159,262,KGS,"11,57",2/27/2010,"4,97","12,73",  1.730 
324,6092,3,525,KGS,"5,356",10/7/2010,"2,23","5,05",  1.640 
318,4591,135,315,KGS,"6,734",12/20/2009,"2,43","5,82",  1.356 
318,4591,135,315,KGS,"6,734",7/12/2010,"2,43","6,22",  1.356 
413,27782,12,1753,KGS,"5,382",8/13/2009,"2,89","6,52",  4.367 
389,25584,1124,262,KGS,"16,978",4/23/2009,"8,14","19,32",  2.314 
399,27092,1172,43,KGS,"82,589",10/30/2009,"37,35","91,02",  1.945 
328,1329,93,1446,KGS,"2,99",3/7/2009,"1,42","3,66",  2.263 
371,27710,203,87,KGS,"26,494",10/2/2010,"10,03","22,65",  1.432 
435,25134,235,87,KGS,"29,458",8/20/2010,"11,77","30,14",  1.539 
413,22661,12,280,KGS,"7,865",10/5/2009,"2,90","6,86",  1.391 
319,21072,14,2638,KGS,"3,042",6/12/2009,"1,61","3,75",  3.788 
319,21072,14,2638,KGS,"3,042",8/20/2009,"1,61","3,75",  3.788 
319,27283,203,105,KGS,"34,931",5/7/2009,"15,94","39,25",  1.995 
47,17309,261,175,KGS,"21,281",3/26/2010,"9,75","23,41",  2.018 
344,24455,73,262,KGS,"10,101",6/5/2010,"4,09","9,72",  1.574 
328,10739,681,878,LT,"7,644",3/15/2009,"3,94","8,82",  3.248 
371,23334,184,131,KGS,"19,799",1/26/2009,"7,95","21,55",  1.553 
344,21745,261,350,KGS,"18,538",2/1/2010,"9,52","22,85",  3.156 
319,22504,76,175,KGS,"23,79",1/15/2010,"11,22","25,35",  2.199 
389,23422,3,1051,KGS,"4,55",8/6/2010,"2,22","5,01",  2.454 
319,26174,69,876,KGS,"6,695",1/22/2010,"3,38","7,88",  2.900 
326,19562,2,332,KGS,"7,943",4/23/2009,"3,21","7,19",  1.571 
326,33656,193,262,KGS,"8,58",4/20/2009,"3,20","8,77",  1.411 
389,10788,235,87,KGS,"29,081",9/30/2010,"11,53","33,06",  1.527 
328,25668,261,175,KGS,"21,879",9/27/2010,"10,10","26,68",  2.062 
377,18430,345,43,KGS,"37,7",3/22/2009,"10,89","45,07",  1.153 
328,8732,2,525,KGS,"7,956",7/26/2009,"3,76","8,48",  2.205 
413,22661,12,280,KGS,"7,878",9/14/2009,"2,90","6,88",  1.394 
318,7581,254,1130,KGS,"9,243",4/23/2010,"5,01","11,00",  4.787 
318,12098,37,806,KGS,"11,245",6/13/2010,"6,01","14,03",  4.218 
401,36523,6,350,KGS,"9,893",5/7/2009,"4,43","10,51",  1.912 
377,30211,135,438,KGS,"5,85",1/12/2009,"2,33","6,12",  1.542 
318,28656,254,1884,KGS,"9,217",11/14/2009,"5,16","12,58",  7.637 
