VENDEDOR,CLIENTE,PRODUTO,QUANTIDADE,UNIDADE_MEDIDA_NF,PREÇO_NF,DATA_NF,CRP_AJUSTADO,VLR_PRECO_LISTA,VLR_CONTRIBUICAO
397,23905,292,175,KGS,"20,579",7/2/2010,"10,03","22,65",  1.846 
318,25612,24,175,KGS,"20,033",3/1/2010,"9,71","23,29",  1.807 
335,12843,31,262,KGS,"9,412",3/28/2009,"4,15","11,27",  1.378 
344,34556,1359,315,KGS,"20,93",4/26/2010,"11,16","25,21",  3.078 
389,23875,411,876,KGS,"33,059",8/10/2009,"19,03","36,62",  12.288 
389,28415,135,438,KGS,"5,33",1/4/2009,"2,31","6,09",  1.325 
389,28415,135,438,KGS,"5,33",2/22/2009,"2,31","5,32",  1.325 
344,37597,90,289,KGS,"4,615",7/22/2010,"1,46","3,88",  912 
417,9119,681,350,LT,"8,359",4/22/2010,"3,88","9,21",  1.568 
401,25155,15,131,KGS,"13,676",9/3/2010,"5,27","13,50",  1.101 
377,29176,2,262,KGS,"6,825",2/14/2009,"2,63","6,18",  1.100 
326,20852,121,210,KGS,"8,32",5/3/2009,"3,16","7,05",  1.083 
328,24807,4,482,KGS,"9,165",1/29/2010,"4,64","10,78",  2.183 
324,6092,3,525,KGS,"4,888",6/18/2009,"2,18","4,92",  1.420 
328,21130,194,175,KGS,"10,283",9/19/2009,"3,97","8,44",  1.105 
328,8936,6,350,KGS,"10,686",5/21/2009,"5,25","12,46",  1.904 
385,20931,24,43,KGS,"29,848",4/10/2010,"9,09","23,28",  893 
425,38646,24,87,KGS,"22,724",5/15/2010,"9,18","22,04",  1.178 
371,32083,1128,414,LT,"7,501",4/4/2010,"3,53","8,24",  1.643 
344,32804,104,350,KGS,"12,493",9/25/2010,"6,31","15,14",  2.165 
328,37027,41,87,KGS,"16,133",10/15/2010,"5,30","12,73",  942 
318,10507,779,476,KGS,"5,109",1/13/2009,"2,24","5,32",  1.366 
443,29832,133,175,KGS,"9,841",10/14/2010,"3,71","10,95",  1.074 
324,6092,3,525,KGS,"4,849",10/8/2009,"2,16","4,89",  1.413 
377,29146,6,525,KGS,"8,307",2/13/2009,"4,19","9,68",  2.160 
430,35458,29,175,KGS,"14,339",8/30/2010,"6,35","16,26",  1.398 
389,32744,1173,87,KGS,"94,939",8/28/2009,"51,65","104,90",  3.766 
328,20673,235,175,KGS,"25,428",10/4/2009,"12,87","30,02",  2.197 
108,12321,203,70,KGS,"26,819",4/17/2010,"10,56","28,96",  1.138 
401,32094,76,219,KGS,"17,004",1/11/2009,"8,33","18,82",  1.899 
335,25100,104,350,KGS,"11,869",10/30/2009,"5,94","14,24",  2.076 
431,35440,135,353,KGS,"6,786",10/1/2010,"2,96","7,35",  1.352 
324,37642,135,438,KGS,"5,759",5/24/2010,"2,55","6,33",  1.404 
326,13653,4,262,KGS,"10,27",1/18/2010,"4,64","11,14",  1.474 
371,33695,411,35,KGS,"50,102",3/21/2010,"19,02","57,93",  1.088 
344,36484,132,175,KGS,"8,723",1/15/2010,"3,04","8,75",  995 
326,7535,35,87,KGS,"15,275",7/19/2009,"4,78","12,24",  913 
326,7535,35,87,KGS,"15,275",7/19/2009,"4,78","12,24",  913 
389,32744,1173,87,KGS,"95,355",9/10/2009,"51,88","111,55",  3.782 
328,18713,4,350,KGS,"8,905",3/21/2010,"4,19","10,73",  1.650 
324,36110,24,350,KGS,"17,277",3/6/2010,"9,12","25,01",  2.856 
422,9347,51,306,KGS,"7,397",2/13/2010,"3,15","7,48",  1.298 
326,10117,41,1051,KGS,"11,037",1/9/2009,"6,14","13,34",  5.143 
371,37551,479,262,KGS,"22,763",11/13/2009,"11,99","27,08",  2.822 
324,15757,223,350,KGS,"6,513",7/17/2010,"2,78","6,61",  1.305 
413,35328,73,525,KGS,"8,034",10/2/2009,"4,03","9,09",  2.104 
328,32811,9,43,KGS,"18,707",8/29/2010,"2,47","9,07",  698 
399,31596,95,87,KGS,"10,881",1/2/2009,"2,18","6,21",  757 
389,23422,3,1051,KGS,"3,926",2/4/2010,"1,96","4,43",  2.066 
324,12748,4,87,KGS,"13,676",11/28/2009,"3,82","12,26",  857 
344,5690,235,175,KGS,"25,844",11/22/2009,"13,10","31,45",  2.230 
326,6820,234,378,KGS,"12,545",11/5/2009,"6,41","15,93",  2.320 
389,38514,873,131,KGS,"14,027",5/22/2010,"5,44","10,44",  1.124 
401,24596,1210,87,KGS,"171,47",5/2/2009,"96,63","204,95",  6.511 
324,20798,2,664,KGS,"5,941",4/26/2010,"2,94","7,11",  1.993 
371,24770,411,105,KGS,"42,211",9/27/2010,"21,32","49,69",  2.193 
326,25752,3,788,KGS,"4,043",3/14/2009,"1,91","4,26",  1.680 
335,25100,104,350,KGS,"11,856",10/3/2009,"5,92","14,23",  2.077 
425,16070,263,43,KGS,"31,148",6/27/2010,"9,75","26,76",  920 
371,29693,93,1928,KGS,"2,327",7/23/2009,"1,18","2,95",  2.216 
326,13288,12,561,KGS,"6,045",8/17/2009,"2,90","6,55",  1.765 
319,29538,254,376,KGS,"8,723",7/11/2009,"4,15","10,31",  1.719 
328,21130,194,175,KGS,"10,4",8/31/2009,"4,01","7,72",  1.118 
409,28007,235,175,KGS,"19,136",6/15/2009,"9,15","20,68",  1.748 
324,17664,60,345,KGS,"7,852",6/11/2009,"3,55","8,02",  1.484 
402,23390,1450,43,KGS,"78,819",5/15/2009,"37,78","97,91",  1.765 
318,26292,254,1884,KGS,"7,501",5/10/2010,"4,22","9,07",  6.188 
324,15757,3,1753,KGS,"3,9",2/1/2010,"2,08","4,70",  3.184 
371,17657,93,3567,KGS,"2,626",2/8/2010,"1,44","3,55",  4.226 
371,17657,93,3567,KGS,"2,626",3/25/2010,"1,44","3,55",  4.226 
402,23390,1492,525,KGS,"3,744",8/9/2010,"1,50","4,13",  1.179 
328,31129,193,87,KGS,"12,597",5/8/2010,"3,16","7,08",  821 
318,11732,411,87,KGS,"42,081",7/27/2009,"20,51","38,22",  1.877 
326,6820,234,378,KGS,"13,858",6/3/2010,"7,17","16,73",  2.527 
371,38396,14,920,KGS,"3,484",8/2/2010,"1,65","3,98",  1.690 
344,5690,104,350,KGS,"11,934",5/2/2009,"5,96","14,10",  2.090 
409,32816,193,262,KGS,"8,073",5/22/2009,"3,34","9,04",  1.241 
335,31786,24,350,KGS,"19,916",5/8/2009,"10,66","24,07",  3.241 
335,25100,104,350,KGS,"11,908",10/17/2009,"5,95","14,27",  2.087 
328,34674,90,385,KGS,"3,835",8/21/2009,"1,29","3,26",  979 
328,34674,90,385,KGS,"3,835",10/3/2009,"1,29","3,26",  979 
335,26526,144,333,KGS,"9,971",11/9/2009,"4,75","10,73",  1.738 
432,36523,6,131,KGS,"12,064",7/8/2010,"4,27","11,70",  1.022 
326,21439,90,964,KGS,"2,6",5/21/2010,"1,14","3,07",  1.403 
326,21439,90,964,KGS,"2,6",9/6/2010,"1,14","3,07",  1.403 
328,28188,3,3646,KGS,"3,029",4/5/2009,"1,68","3,58",  4.918 
335,35396,1128,394,LT,"7,397",9/14/2009,"3,41","9,08",  1.571 
324,33825,102,219,KGS,"7,137",1/7/2010,"2,50","7,21",  1.015 
335,31809,24,350,KGS,"21,151",7/11/2009,"11,38","30,30",  3.419 
344,31113,104,350,KGS,"11,869",10/24/2009,"5,92","14,21",  2.082 
344,36484,261,131,KGS,"20,54",9/6/2009,"9,25","22,18",  1.479 
326,19532,60,271,KGS,"9,581",7/13/2009,"4,27","9,64",  1.440 
324,37110,60,345,KGS,"8,242",4/17/2009,"3,77","8,44",  1.542 
385,25100,104,350,KGS,"12,571",4/12/2010,"6,33","15,20",  2.183 
389,32744,24,131,KGS,"22,646",6/15/2009,"10,48","27,94",  1.593 
326,21439,90,964,KGS,"2,574",3/19/2010,"1,13","3,02",  1.394 
328,10739,681,585,LT,"8,151",5/9/2009,"4,16","9,28",  2.335 
335,12978,1369,306,KGS,"8,437",3/9/2009,"3,75","8,85",  1.435 
389,32036,411,175,KGS,"39,806",6/7/2010,"21,29","46,69",  3.241 
421,11022,12,1122,KGS,"5,408",2/27/2010,"2,85","6,44",  2.871 
318,9969,3,1753,KGS,"4,043",5/21/2009,"2,17","4,85",  3.291 
416,26058,254,376,KGS,"9,23",1/4/2010,"4,44","10,35",  1.801 
328,31463,224,438,KGS,"12,87",11/16/2009,"6,72","14,73",  2.694 
326,6554,425,43,KGS,"27,248",6/4/2009,"7,36","15,70",  855 
328,32350,235,87,KGS,"24,154",6/19/2010,"9,92","29,33",  1.238 
326,37034,193,350,KGS,"7,384",3/9/2009,"3,28","8,31",  1.437 
328,27415,104,350,KGS,"13,026",7/22/2010,"6,60","15,84",  2.250 
324,35744,123,333,KGS,"7,267",2/26/2010,"3,15","8,65",  1.370 
326,19532,60,271,KGS,"9,594",8/31/2009,"4,27","9,64",  1.444 
328,8732,2,525,KGS,"8,125",11/21/2009,"4,07","9,19",  2.130 
324,15757,223,350,KGS,"6,63",8/12/2010,"2,83","6,72",  1.329 
401,24596,1476,876,KGS,"38,805",9/16/2010,"22,40","48,16",  14.371 
441,9119,681,350,LT,"8,619",9/10/2010,"4,00","9,50",  1.616 
389,22534,1335,43,KGS,"287,17",12/4/2009,"160,23","308,28",  5.459 
324,13391,1290,43,KGS,"74,75",4/29/2010,"35,26","85,96",  1.698 
328,37806,12,490,KGS,"6,591",9/20/2010,"3,11","7,04",  1.704 
324,26942,95,175,KGS,"7,67",4/25/2009,"2,37","7,89",  927 
385,34090,90,2507,KGS,"2,704",3/5/2010,"1,44","3,53",  3.166 
318,7888,184,175,KGS,"18,369",10/18/2010,"8,66","20,79",  1.698 
397,9119,681,350,LT,"7,267",3/6/2009,"3,20","7,52",  1.422 
328,32350,235,87,KGS,"24,31",6/28/2010,"9,99","29,53",  1.246 
335,23385,60,87,KGS,"52,884",6/20/2009,"26,80","69,97",  2.270 
47,17309,261,175,KGS,"16,497",1/27/2009,"7,56","17,98",  1.564 
371,25905,263,87,KGS,"22,048",8/9/2010,"8,66","23,75",  1.165 
377,32997,224,1753,KGS,"10,738",1/27/2009,"6,10","14,06",  8.126 
401,31823,14,1534,KGS,"3,51",2/24/2009,"1,82","4,22",  2.592 
108,27065,975,1209,KGS,"11,154",12/26/2009,"6,25","12,27",  5.928 
371,28443,779,953,KGS,"4,394",1/31/2009,"2,19","5,21",  2.100 
328,34674,12,631,KGS,"5,954",10/25/2009,"2,91","6,58",  1.923 
328,31463,224,350,KGS,"13,039",10/29/2009,"6,60","15,84",  2.255 
344,38133,123,333,KGS,"7,449",4/22/2010,"3,25","8,91",  1.397 
324,15757,2,1660,KGS,"6,097",5/22/2009,"3,36","7,29",  4.543 
324,25090,60,543,KGS,"8,359",4/4/2009,"4,22","9,15",  2.245 
324,37901,149,350,KGS,"7,176",9/23/2010,"3,15","5,49",  1.411 
385,25100,104,350,KGS,"12,636",3/20/2010,"6,36","15,27",  2.197 
326,7428,3,1753,KGS,"3,627",4/16/2010,"1,92","4,10",  2.994 
328,34674,12,561,KGS,"6,279",6/4/2010,"3,02","6,82",  1.827 
326,6554,425,43,KGS,"27,898",11/21/2009,"7,65","15,47",  871 
389,8827,12,561,KGS,"6,084",10/2/2009,"2,91","6,56",  1.782 
335,25146,90,771,KGS,"3,029",8/16/2009,"1,29","3,26",  1.339 
335,25146,90,771,KGS,"3,029",8/31/2009,"1,29","3,26",  1.339 
389,28415,135,438,KGS,"5,538",6/19/2010,"2,40","5,96",  1.376 
389,28415,135,438,KGS,"5,538",7/2/2010,"2,40","5,96",  1.376 
401,10082,203,438,KGS,"17,914",3/27/2010,"9,68","25,77",  3.608 
326,32387,12,350,KGS,"6,929",6/3/2010,"3,00","7,12",  1.376 
328,31463,224,350,KGS,"13,117",10/11/2009,"6,64","18,20",  2.268 
326,13288,223,3506,KGS,"4,537",7/30/2009,"2,56","5,62",  6.927 
324,28995,224,525,KGS,"11,947",3/15/2010,"6,31","13,84",  2.960 
425,17896,779,476,KGS,"5,746",5/6/2010,"2,59","7,64",  1.504 
318,36707,104,350,KGS,"13,247",8/12/2010,"6,71","16,09",  2.287 
430,25652,135,438,KGS,"5,85",5/13/2010,"2,58","6,39",  1.433 
401,23527,1335,131,KGS,"236,119",5/22/2009,"136,01","258,69",  13.115 
371,23334,184,175,KGS,"18,655",6/27/2010,"8,81","21,14",  1.723 
335,25524,263,43,KGS,"26,676",2/27/2009,"6,89","21,81",  851 
328,32468,60,271,KGS,"9,36",1/4/2009,"4,11","9,17",  1.423 
344,21079,60,543,KGS,"9,165",3/4/2010,"4,69","10,31",  2.428 
324,37514,102,262,KGS,"8,112",9/2/2010,"3,33","7,89",  1.254 
319,27935,90,2024,KGS,"2,6",6/4/2009,"1,34","3,27",  2.545 
319,27935,90,2024,KGS,"2,6",6/19/2009,"1,34","3,27",  2.545 
426,27935,90,2024,KGS,"2,6",3/21/2010,"1,34","3,29",  2.545 
371,32083,15,131,KGS,"13,442",9/19/2010,"5,02","12,83",  1.104 
385,25100,104,350,KGS,"12,831",4/1/2010,"6,46","15,50",  2.228 
326,22942,4,87,KGS,"14,326",12/13/2009,"4,07","12,04",  892 
324,33612,2,664,KGS,"7,033",2/19/2010,"3,57","7,82",  2.302 
328,29074,35,1753,KGS,"7,41",1/11/2010,"4,14","9,08",  5.728 
318,8602,4,175,KGS,"11,57",2/6/2010,"4,64","11,11",  1.213 
318,8602,4,175,KGS,"11,57",2/27/2010,"4,64","11,11",  1.213 
389,23422,3,876,KGS,"4,251",6/12/2010,"2,07","4,68",  1.913 
344,4739,102,350,KGS,"7,488",5/31/2009,"3,32","9,01",  1.459 
431,35440,135,353,KGS,"6,76",7/31/2010,"2,90","7,21",  1.363 
377,27782,102,525,KGS,"6,552",2/28/2009,"3,13","7,44",  1.797 
318,7888,184,175,KGS,"18,902",7/19/2010,"8,94","21,45",  1.743 
328,34674,90,482,KGS,"3,835",4/17/2010,"1,47","3,70",  1.142 
328,32173,54,131,KGS,"11,44",4/29/2010,"3,82","9,78",  998 
324,12748,9,87,KGS,"11,479",6/6/2010,"2,37","10,15",  792 
328,31463,95,175,KGS,"7,553",12/14/2009,"2,26","8,32",  925 
344,5690,254,376,KGS,"10,348",4/19/2010,"5,07","11,13",  1.983 
417,19035,1349,43,KGS,"30,225",3/1/2010,"8,91","33,23",  917 
344,33018,779,476,KGS,"5,772",1/16/2010,"2,59","6,65",  1.513 
324,28995,149,525,KGS,"6,149",7/17/2010,"2,89","5,59",  1.711 
326,32227,121,210,KGS,"8,086",4/10/2010,"2,94","7,05",  1.081 
425,31612,6,131,KGS,"12,987",4/16/2010,"4,73","15,10",  1.082 
326,24445,159,350,KGS,"10,296",11/26/2009,"4,97","12,73",  1.866 
324,6092,3,525,KGS,"5,226",6/11/2010,"2,35","5,29",  1.511 
319,22459,779,953,KGS,"4,251",4/4/2009,"2,10","4,99",  2.050 
326,6911,234,378,KGS,"11,505",3/23/2009,"5,76","15,14",  2.173 
326,11586,235,87,KGS,"23,205",3/18/2010,"9,26","23,70",  1.214 
377,4484,54,648,KGS,"11,895",4/9/2009,"6,41","13,93",  3.556 
425,29832,104,350,KGS,"12,805",5/13/2010,"6,44","15,47",  2.228 
389,11764,135,438,KGS,"5,46",29/02/2009,"2,34","5,39",  1.367 
328,27415,104,350,KGS,"13,338",8/1/2010,"6,75","16,22",  2.305 
328,38878,123,333,KGS,"9,191",7/19/2010,"4,26","10,11",  1.643 
324,35976,90,674,KGS,"3,458",9/3/2010,"1,47","3,70",  1.343 
344,8493,1124,262,KGS,"20,462",3/15/2010,"10,57","25,38",  2.591 
377,32535,133,350,KGS,"6,565",3/19/2009,"2,77","7,35",  1.329 
318,9969,779,953,KGS,"4,758",5/8/2009,"2,40","5,68",  2.251 
326,13,54,648,KGS,"11,492",2/17/2009,"6,17","13,38",  3.450 
324,22555,104,350,KGS,"12,727",3/22/2010,"6,39","15,34",  2.218 
417,29577,132,350,KGS,"6,903",3/5/2010,"2,96","7,98",  1.378 
344,10182,123,3506,KGS,"5,954",4/10/2009,"3,39","7,81",  8.979 
430,17963,24,43,KGS,"35,724",9/4/2010,"12,09","40,97",  1.016 
328,6400,4,350,KGS,"9,62",9/20/2010,"4,56","11,70",  1.770 
318,34136,135,876,KGS,"4,875",10/24/2009,"2,43","5,66",  2.142 
324,35976,16,438,KGS,"5,2",8/21/2009,"2,18","5,59",  1.322 
318,25640,1475,745,KGS,"18,096",9/24/2010,"10,13","20,98",  5.935 
319,8802,14,1227,KGS,"3,64",4/23/2009,"1,83","4,38",  2.223 
319,8802,14,1227,KGS,"3,64",5/7/2009,"1,83","4,38",  2.223 
319,22459,779,953,KGS,"4,199",3/19/2009,"2,07","4,93",  2.032 
324,30939,464,175,KGS,"14,638",2/22/2009,"6,42","18,76",  1.439 
417,29577,132,350,KGS,"6,864",3/6/2010,"2,94","7,92",  1.373 
326,22942,4,87,KGS,"14,521",12/5/2009,"4,13","12,20",  904 
377,18351,102,438,KGS,"5,902",4/17/2009,"2,59","7,11",  1.449 
324,11667,60,543,KGS,"7,826",10/24/2009,"3,90","8,79",  2.134 
328,10739,681,585,LT,"8,398",5/16/2009,"4,28","9,57",  2.408 
389,32036,873,701,KGS,"9,893",3/26/2009,"5,27","11,43",  3.240 
344,18989,509,17,KGS,"152,737",8/29/2009,"67,21","175,50",  1.454 
401,24596,254,1130,KGS,"8,125",4/24/2010,"4,44","9,42",  4.165 
318,17374,2,524,KGS,"8,32",3/14/2010,"4,16","9,67",  2.180 
324,29842,60,87,KGS,"38,961",1/10/2009,"18,49","45,43",  1.781 
344,32804,104,350,KGS,"13,338",9/5/2010,"6,74","16,17",  2.308 
409,28870,60,3506,KGS,"5,577",2/18/2010,"3,17","6,84",  8.437 
399,10194,90,674,KGS,"3,718",1/24/2009,"1,61","4,05",  1.418 
371,38551,93,578,KGS,"3,614",10/9/2010,"1,46","3,79",  1.246 
326,29320,1224,1051,KGS,"3,705",4/16/2010,"1,81","4,10",  1.990 
335,28150,425,1051,KGS,"10,985",11/14/2009,"6,09","12,53",  5.140 
328,10739,681,585,LT,"8,333",5/29/2009,"4,24","9,48",  2.394 
344,454,261,131,KGS,"23,972",7/17/2010,"11,15","26,78",  1.680 
402,23390,1431,350,LT,"4,888",2/14/2010,"1,77","6,01",  1.091 
402,23390,1431,350,LT,"4,888",2/14/2010,"1,77","6,01",  1.091 
324,15757,3,1753,KGS,"3,861",3/7/2010,"2,05","4,65",  3.174 
389,32036,24,87,KGS,"26,767",7/23/2009,"11,30","30,09",  1.346 
328,33533,73,876,KGS,"7,527",11/5/2009,"3,99","8,07",  3.102 
430,25100,104,350,KGS,"12,87",4/23/2010,"6,46","15,52",  2.242 
344,37175,149,43,KGS,"18,889",7/26/2009,"2,11","4,98",  722 
389,25584,1124,262,KGS,"17,758",8/17/2009,"8,97","21,52",  2.303 
389,18914,2,55,KGS,"19,825",6/14/2010,"4,62","11,08",  836 
328,26083,261,175,KGS,"19,5",7/24/2009,"9,26","22,21",  1.793 
324,22555,104,350,KGS,"12,662",4/15/2010,"6,34","15,22",  2.212 
318,11732,1173,43,KGS,"109,421",11/21/2009,"55,35","134,88",  2.325 
318,17374,2,524,KGS,"8,398",3/5/2010,"4,20","9,77",  2.200 
425,29832,104,350,KGS,13,5/28/2010,"6,54","15,70",  2.261 
371,1895,254,376,KGS,"9,23",7/24/2009,"4,40","10,24",  1.817 
328,26083,261,175,KGS,"19,435",10/18/2009,"9,22","22,12",  1.788 
326,37034,193,262,KGS,"8,944",5/28/2010,"3,78","8,97",  1.353 
328,30712,104,350,KGS,"13,351",8/2/2010,"6,74","16,19",  2.312 
324,6092,3,525,KGS,"4,407",1/26/2009,"1,85","4,15",  1.341 
328,1329,223,525,KGS,"5,317",11/30/2009,"2,39","5,41",  1.538 
441,36287,3,525,KGS,"5,135",9/30/2010,"2,28","5,16",  1.498 
431,33874,203,17,KGS,"56,446",10/16/2010,"10,37","22,12",  783 
377,33672,102,1051,KGS,"4,394",1/5/2009,"2,22","5,63",  2.290 
426,33087,76,131,KGS,"21,099",4/4/2010,"9,45","21,34",  1.527 
335,34090,6,219,KGS,"10,998",2/14/2010,"4,69","12,01",  1.381 
344,13333,3,701,KGS,"4,303",4/17/2009,"1,98","4,42",  1.631 
425,24385,779,476,KGS,"5,785",5/7/2010,"2,59","7,11",  1.523 
328,31830,90,674,KGS,"3,445",9/5/2010,"1,45","3,66",  1.345 
389,32036,1136,2016,KGS,"9,932",5/8/2010,"5,65","12,91",  8.634 
435,31596,95,87,KGS,"12,012",8/27/2010,"2,59","8,05",  819 
324,35976,16,438,KGS,"5,291",6/13/2009,"2,22","5,69",  1.344 
371,27083,14,552,KGS,"4,069",8/24/2009,"1,69","4,08",  1.314 
318,35229,254,753,KGS,"9,321",5/14/2010,"4,97","10,91",  3.279 
318,4591,29,306,KGS,"12,454",5/28/2009,"6,05","12,13",  1.959 
326,20852,51,350,KGS,"7,254",2/21/2010,"3,15","7,95",  1.435 
371,29918,513,1104,KGS,"4,212",3/4/2010,"2,12","4,99",  2.304 
371,29918,513,1104,KGS,"4,212",3/18/2010,"2,12","4,99",  2.304 
318,3493,91,1060,KGS,"2,249",11/9/2009,"0,96","2,73",  1.371 
389,27239,37,403,KGS,"12,103",7/16/2009,"6,15","13,48",  2.398 
401,25155,969,219,KGS,"12,142",5/6/2010,"5,36","14,71",  1.485 
389,27239,37,403,KGS,"12,09",7/31/2009,"6,14","13,47",  2.396 
326,18541,235,43,KGS,"33,41",4/4/2010,"10,57","29,00",  982 
371,1895,93,1446,KGS,"2,769",5/28/2010,"1,36","3,53",  2.039 
402,23390,1450,43,KGS,"80,158",9/13/2009,"38,06","99,59",  1.810 
326,21620,873,1753,KGS,"11,271",7/26/2009,"6,41","14,93",  8.526 
401,25021,54,324,KGS,"12,987",9/5/2009,"6,43","14,54",  2.124 
377,24404,2,262,KGS,"8,671",5/7/2009,"3,61","8,07",  1.327 
413,31612,509,43,KGS,"110,266",2/27/2010,"55,76","119,89",  2.344 
324,34496,104,350,KGS,"12,779",5/14/2010,"6,40","15,36",  2.233 
47,17309,261,175,KGS,"17,173",3/14/2009,"7,86","18,72",  1.629 
328,34674,12,561,KGS,"6,591",7/3/2010,"3,18","7,16",  1.914 
319,22977,1124,350,KGS,"19,305",12/13/2009,"10,24","24,57",  3.174 
377,18232,1495,3506,KGS,"1,898",2/28/2009,"1,00","2,19",  3.132 
377,18232,1495,3506,KGS,"1,898",3/22/2009,"1,00","2,19",  3.132 
328,31129,193,87,KGS,"12,753",10/17/2009,"3,00","8,22",  849 
371,23334,184,175,KGS,"19,266",7/11/2010,"9,09","21,84",  1.780 
402,23390,1441,736,KGS,"3,692",2/24/2009,"1,64","4,03",  1.511 
344,18989,509,17,KGS,"155,753",12/7/2009,"68,54","167,04",  1.483 
328,34674,90,482,KGS,"3,835",4/1/2010,"1,44","3,65",  1.154 
335,23167,263,525,KGS,"15,314",5/23/2009,"8,26","20,31",  3.703 
402,23390,1450,43,KGS,"80,561",10/1/2009,"38,25","100,09",  1.819 
318,11732,1186,175,KGS,"96,148",2/6/2010,"54,31","141,83",  7.321 
431,31345,135,438,KGS,"6,188",9/17/2010,"2,74","6,81",  1.509 
431,31345,135,438,KGS,"6,188",10/11/2010,"2,74","6,81",  1.509 
324,26816,149,175,KGS,"7,644",4/4/2010,"2,25","5,41",  944 
402,23390,1450,43,KGS,"80,769",1/11/2010,"38,36","100,34",  1.824 
402,23390,266,368,KGS,"4,03",1/11/2009,"1,30","4,69",  1.004 
402,23390,266,368,KGS,"4,03",1/17/2009,"1,30","4,69",  1.004 
402,23390,266,368,KGS,"4,03",2/17/2009,"1,30","4,69",  1.004 
319,33087,76,131,KGS,"21,307",1/10/2010,"9,53","21,52",  1.543 
318,20293,24,43,KGS,"33,319",5/15/2009,"10,42","26,44",  985 
319,21274,399,525,KGS,"9,217",10/15/2009,"4,67","10,87",  2.387 
344,13834,681,350,LT,"8,528",3/13/2010,"3,89","9,24",  1.624 
324,36321,2,262,KGS,"9,061",9/10/2009,"3,82","9,07",  1.373 
324,37642,779,476,KGS,"5,85",11/13/2009,"2,61","6,68",  1.542 
335,34090,509,17,KGS,"155,74",11/21/2009,"68,35","166,58",  1.486 
324,33665,159,262,KGS,"11,037",2/14/2010,"4,98","12,76",  1.586 
324,37642,779,476,KGS,"5,837",1/17/2010,"2,60","6,66",  1.540 
443,32535,254,376,KGS,"10,959",9/11/2010,"5,39","12,57",  2.092 
328,31463,224,438,KGS,"12,792",9/18/2010,"6,62","14,51",  2.703 
319,27705,93,964,KGS,"3,12",2/22/2009,"1,42","3,66",  1.634 
324,37642,779,476,KGS,"5,824",9/10/2009,"2,59","6,65",  1.537 
324,37642,779,476,KGS,"5,824",10/16/2009,"2,59","6,65",  1.537 
425,34558,1124,131,KGS,"23,296",3/21/2010,"10,68","25,64",  1.653 
402,23390,1450,43,KGS,"81,315",5/27/2010,"38,62","101,02",  1.836 
335,34090,509,17,KGS,"155,493",12/13/2009,"68,17","166,15",  1.484 
326,37099,193,175,KGS,"10,4",10/21/2010,"3,85","9,71",  1.146 
324,11950,1369,876,KGS,"7,293",3/15/2009,"3,84","9,40",  3.027 
318,4428,1365,1332,KGS,"13,988",2/21/2010,"7,93","22,75",  8.068 
324,38586,235,87,KGS,"24,31",4/30/2010,"9,74","27,91",  1.267 
443,22661,12,701,KGS,"6,24",9/24/2010,"3,10","7,02",  2.198 
425,29176,2,262,KGS,"8,762",7/10/2010,"3,64","8,62",  1.342 
324,37642,779,476,KGS,"5,785",8/23/2009,"2,57","6,59",  1.531 
377,29832,104,350,KGS,"11,7",4/16/2009,"5,75","13,64",  2.083 
377,29832,104,350,KGS,"11,7",4/17/2009,"5,75","13,64",  2.083 
385,26413,102,262,KGS,"8,359",6/27/2009,"3,40","9,32",  1.299 
344,37567,54,324,KGS,"14,391",8/8/2009,"7,24","16,36",  2.317 
401,23527,873,701,KGS,"9,672",5/25/2009,"5,12","11,11",  3.189 
326,24703,261,131,KGS,"20,839",10/30/2009,"9,22","22,14",  1.522 
324,30939,102,350,KGS,"7,826",9/13/2009,"3,47","8,75",  1.526 
385,22661,102,175,KGS,"9,971",6/18/2009,"3,59","9,84",  1.117 
328,34301,104,350,KGS,"13,806",8/27/2010,"6,98","16,77",  2.388 
335,31809,24,350,KGS,"20,176",1/22/2010,"10,73","25,77",  3.306 
328,34674,12,561,KGS,"6,682",7/31/2010,"3,22","7,26",  1.942 
425,6969,234,1893,KGS,"11,726",5/3/2010,"6,69","13,57",  9.539 
328,10739,681,878,LT,"7,254",2/10/2009,"3,81","8,52",  3.021 
430,4716,873,87,KGS,"18,811",7/2/2010,"6,48","12,67",  1.073 
389,27239,37,403,KGS,"12,337",6/26/2009,"6,27","13,74",  2.446 
377,24431,102,1227,KGS,"6,097",3/8/2009,"3,26","7,72",  3.480 
326,24703,261,131,KGS,"20,904",6/4/2009,"9,25","22,19",  1.527 
319,35440,135,353,KGS,"6,656",11/1/2009,"2,78","6,51",  1.367 
319,35440,135,353,KGS,"6,656",11/28/2009,"2,78","6,51",  1.367 
344,37372,779,476,KGS,"5,655",6/26/2009,"2,49","5,96",  1.508 
413,22661,969,175,KGS,"14,443",2/6/2010,"6,21","15,90",  1.441 
389,38676,873,131,KGS,"15,288",9/26/2010,"5,94","14,24",  1.225 
324,12748,9,87,KGS,"12,064",7/2/2010,"2,50","9,15",  832 
326,6820,234,757,KGS,"12,883",1/2/2010,"7,05","17,53",  4.416 
389,27239,37,403,KGS,"12,441",6/29/2009,"6,32","13,86",  2.465 
318,4591,60,87,KGS,"59,904",6/6/2010,"30,64","74,67",  2.546 
318,20293,90,771,KGS,"3,068",12/18/2009,"1,28","3,26",  1.375 
